area,caracteristicas,descripcion,estrato,numero_baños,numero_habitaciones,precio,tipo_inmueble,tipo_operacion,titulo,ubicacion
,Parqueadero,"Hermosa Casa Campestre en el mejor sector norte exclusivo de la ciudad de Tunja.Consta de dos niveles más sótano. - Primer Nivel: Sala Chimenea, comedor, cocina integral, área de ropas, cuarto y baño de servicio, (2) estudios, (2) Habitaciones, (2) Baños, (1) Baño Social, y Sótano.- Segundo Nivel: Alcoba principal con chimenea, baño privado, balcón, jacuzzi, Vestier, (1) Alcoba con baño privado y Vestier, 1 estudio.- Parqueadero para (4) Vehículos.- Amplias zonas BBQ.En uno de los mejores conjuntos cerrados de la ciudad.",Venta,5 baños,5 habitaciones,"$ 1.300.000.000
                        ",Casa,,Casa en venta en Tunja,"Tunja, Tunja, Boyacá "
,Parqueadero,"Se vende hermoso apartamento duplex, con iluminación natural, con terminados clásicos y modernos, en conjunto residencial, con vigilancia privada las 24 horas, zonas verdes, parque infantil, salón social, consta de 3 habitaciones con closet, 3 baños, cocina integral amplia, sala-comedor, 2 estudios, zona de ropas, balcón y parqueadero, excelente sector residencial, vías de acceso, cerca de colegios y universidades.",Venta,3 baños,3 habitaciones,"$ 450.000.000
                        ",Apartamento,,Apartamento en venta en Tunja,"Tunja, Boyacá "
,,"Te presentamos esta amplia casa con un apartamento independiente que consta de una sala, un baño y tres habitaciones, además de una cocina común y un patio de ropas compartido. En el segundo piso, encontrarás una cómoda sala, un baño con ducha y dos habitaciones con closets empotrados. También hay una cocina común con comedor, un patio de ropas con lavadero, un baño y un cuarto de plancha.Esta casa es ideal para familias grandes que necesitan espacio adicional o para aquellos que desean tener un apartamento independiente para recibir visitas o alquilar a largo plazo. Además, la casa cuenta con una excelente ubicación cerca de tiendas, restaurantes y transporte público.No pierdas la oportunidad de ver esta casa en persona y descubrir todo lo que tiene para ofrecer. ¡Contáctanos hoy mismo para programar una visita!",Venta,3 baños,5 habitaciones,"$ 250.000.000
                        ",Casa,,Casa en venta en Las Americas,"Las Americas, Tunja, Tunja, Boyacá "
,Parqueadero,"Atos Inmobiliaria presenta en venta un amplio local comercial frente a la Clínica Cancerológica, en el barrio Las Quintas. Este local cuenta con un área de 130 m² y se encuentra ubicado en un piso, ofreciendo comodidad y accesibilidad.Destaca por su vitrina a la calle, lo que permite una excelente exposición de tu negocio y atraer a potenciales clientes. Además, el local cuenta con 2 baterías de baño, una terraza de 9 m² y divisiones para cocina y mostrador, brindando espacios bien definidos y funcionales.El local también incluye 2 bahías de parqueo, lo que facilita el acceso y comodidad para tus clientes. Su ubicación estratégica cerca del centro comercial Viva te brinda la oportunidad de captar un flujo constante de visitantes.No dejes pasar esta oportunidad de comprar este local comercial en una ubicación privilegiada. Contáctanos para obtener más detalles e iniciar el proceso de compra.",Venta,2 baños,1 habitación,"$ 790.000.000
                        ",Local comercial,,Local comercial en venta en Las Quintas,"Las Quintas, Tunja, Tunja, Boyacá "
,"Parqueadero,Gas natural","Atos Inmobiliaria ofrece en venta un acogedor apartamento cerca del centro comercial centro norte. Con un área de 66 m2, este apartamento cuenta con parqueadero y consta de 3 habitaciones, una de ellas con baño privado, baño de alcobas, sala comedor, cocina integral y zona de ropas. Con todos los servicios públicos al día, es una excelente opción para aquellos que buscan comodidad y accesibilidad en la ciudad. ¡No pierdas la oportunidad de conocerlo!",Venta,2 baños,3 habitaciones,"$ 190.000.000
                        ",Apartamento,,Apartamento en venta en Los Cristales,"Los Cristales, Tunja, Tunja, Boyacá "
,Parqueadero,"¡Gran oportunidad! Se vende casa en el barrio Remansos de la Sabana con un área de 242 m2. La casa de 3 pisos cuenta con 2 patios, uno interior, 4 baños y 2 habitaciones principales en el segundo y tercer piso. Además, tiene un estudio y 2 habitaciones auxiliares. Disfruta de una cocina y comedor amplios, garaje, jardín y una habitación adaptada como gimnasio. También cuenta con 2 balcones para relajarte y disfrutar de la vista. ¡No pierdas esta oferta única! Contáctanos para más detalles y adquiere esta casa perfecta para tu familia.",Venta,4 baños,5 habitaciones,"$ 635.000.000
                        ",Casa,,Casa en venta en Las Quintas,"Las Quintas, Tunja, Tunja, Boyacá "
,,"Hermosa y estratégica casa en el Barrio El Maldonado, con apartamentos independientes que generan magnífica renta. Esta casa consta de: 1. Piso: Un apartamento de 3 habitaciones, cada una con baño incluido, sala comedor, cocina integral y patio de ropas. 2. Piso: Apartamento con 3 habitaciones, 2 baños, sala comedor, cocina integral y patio de ropas. 3. Piso: Un apartaestudio con una habitación, 1 baño, sala comedor, cocina integral con zona de ropas y un apartamento en obra gris que consta de 2 habitaciones, cada una con baño privado, sala comedor, patio de ropas y cocina. Servicios públicos totalmente independiente.",Venta,8 baños,9 habitaciones,"$ 580.000.000
                        ",Casa,,Casa en venta en Maldonado,"Maldonado, Tunja, Boyacá "
,Gas natural,"¿Está buscando un lugar acogedor en Tunja? Tenemos el apartamento perfecto para usted. Este hermoso apartamento en Los Parques Tunja es lo que está buscando. Con una sala de estar amplia y luminosa, cocina integral, dos habitaciones cómodas y dos baños completos, este apartamento es ideal para una familia pequeña o una pareja. Además, cuenta con una zona de ropas para su comodidad. Disfrute de vistas impresionantes desde el exterior y una ubicación privilegiada, cerca de la Avenida Norte, CC La Sexta, y la Universidad Pedagógica y Tecnológica de Colombia. ¡Contáctenos para una visita y haga su sueño realidad!",Venta,2 baños,2 habitaciones,"$ 168.000.000
                        ",Apartamento,,Apartamento en venta en Uptc,"Uptc, Tunja, Tunja, Boyacá "
,Parqueadero,"Esta es una excelente oportunidad de inversión en una casa bifamiliar estratégicamente ubicada cerca del CC Viva y la Universidad Santo Tomás. En la planta baja, encontrarás un apartamento independiente con sala, comedor, cocina abierta, un baño, zona de lavado y dos habitaciones. El segundo apartamento, ubicado en la segunda planta y con acceso desde la calle y su propio garaje, ofrece sala, comedor, balcón, cocina integral, área de lavado, dos habitaciones y dos baños. En el tercer nivel, se encuentra la habitación principal, que cuenta con terraza, baño y vestidor. Además, la casa cuenta con calefacción por piso, lo que garantiza un ambiente cálido y confortable en todo momento. Esta es una oportunidad única para invertir en una propiedad con gran potencial.",Venta,4 baños,5 habitaciones,"$ 590.000.000
                        ",Casa,,Casa en venta en Las Quintas,"Las Quintas, Tunja, Tunja, Boyacá "
,Parqueadero,"Atos Inmobiliaria tiene a la venta una hermosa casa en el norte de la ciudad, ubicada cerca de la avenida Norte. Esta espaciosa casa te ofrece comodidad y funcionalidad en un entorno privilegiado.La casa cuenta con 4 alcobas, tres de ellas con closet, brindándote amplios espacios para acomodar a tu familia. Además, encontrarás una sala comedor ideal para recibir a tus invitados y compartir momentos especiales. Disfrutarás de una zona de estudio, perfecta para trabajar o estudiar desde la comodidad de tu hogar.La cocina integral está diseñada con acabados de calidad y te ofrece un espacio ideal para preparar tus comidas. Además, cuenta con una zona de ropas que facilita las tareas domésticas.La casa también cuenta con una sala de estar, donde podrás relajarte y disfrutar de momentos de ocio en familia. Además, el altillo y el depósito te brindan espacio adicional para almacenar tus pertenencias de manera organizada.",Venta,3 baños,4 habitaciones,"$ 325.000.000
                        ",Casa,,Casa en venta en Manantial del Norte,"Manantial del Norte, Tunja, Tunja, Boyacá "
,"Parqueadero,Gas natural","¡No pierdas la oportunidad de adquirir esta espectacular casa para estrenar en uno de los conjuntos cerrados residenciales más exclusivos de la ciudad! Con un área de construcción de 470 m2, esta casa se destaca por sus acabados de alta calidad, convirtiéndola en una verdadera joya en el mercado inmobiliario.Casa de tres niveles con sala auxiliar, estudio, baño social, amplia sala-comedor con vista excepcional y zona especial para reuniones. La cocina integral tipo americana está equipada y hay una bodega adicional. Incluye parqueadero para dos o tres vehículos y una zona de barbacoa totalmente equipada. El segundo piso tiene dos habitaciones auxiliares con baño privado, closet y balcón individual, además de una sala de TV con balcón y habitación principal con baño privado, balcón y closet amplio. El tercer piso tiene un espacio para gimnasio privado, zona de jacuzzi con hidromasajes, baño completo y balcón con vistas impresionantes. También hay un cuarto de ropas equipado.",Venta,5 baños,5 habitaciones,"$ 2.200.000.000
                        ",Casa,,Casa en venta en Tunja,"Tunja, Tunja, Boyacá "
,Parqueadero,"Atos Inmobiliaria presenta una encantadora casa en venta ubicada en el tranquilo barrio Surinama. Con un área de 98 m2, esta propiedad ofrece un ambiente cómodo y acogedor. En la planta baja, encontrarás un garaje, un hall de recibo, una sala y un comedor. La cocina semi-integral es práctica y funcional, y también hay un baño social para mayor comodidad. Un patio de ropas amplio y bien iluminado se encuentra en la parte trasera de la casa, junto con un comedor auxiliar.En el segundo piso, hay tres habitaciones, una de ellas es de tamaño doble, lo que brinda flexibilidad para adaptarlas a tus necesidades. También encontrarás otro baño en este nivel. Esta casa cuenta con todos los servicios necesarios para una vida cómoda. Es una excelente opción para quienes buscan un lugar tranquilo y bien ubicado para establecer su hogar. ¡No dudes en contactarnos para obtener más información o programar una visita!",Venta,2 baños,3 habitaciones,"$ 240.000.000
                        ",Casa,,Casa en venta en Surinama,"Surinama, Tunja, Tunja, Boyacá "
,"Parqueadero,Gas natural,Cuarto de servicio","Se vende una hermosa casa ubicada en una zona exclusiva de la ciudad. Esta propiedad cuenta con tres pisos perfectamente distribuidos y equipados para garantizar la comodidad y el confort de sus habitantes.En el primer piso, se encuentra una amplia sala comedor con una moderna chimenea para disfrutar de un ambiente acogedor, además de una cocina integral equipada, baño social y un patio de ropas para mayor comodidad.En el segundo piso, encontrarás una habitación con closet incluido, baño completo y un estudio, ideal para trabajar desde casa o para actividades escolares.En el tercer piso, se encuentra la habitación principal con dos amplios closet, un hermoso balcón, baño privado y un jacuzzi para disfrutar de momentos de relajación y tranquilidad. Los preciosos pisos laminados complementan la decoración elegante y moderna de esta propiedad.Además, esta casa está ubicada en una zona exclusiva de la ciudad, lo que te brinda fácil acceso a lugares de interés.",Venta,3 baños,2 habitaciones,"$ 265.000.000
                        ",Apartamento,,Apartamento en venta en Tunja,"Tunja, Boyacá "
,,"VENDO CASA LOTE con un área de 587 mts2, cuenta con una construcción para demoler.  Uso de Suelos para construir Multifamiliar y Locales para el consumo de alimentos.   Excelente ubicación, Estrato 3.",,,,"$ 450.000.000
                        ",,,Casa en venta en Santa Barbara,"Santa Barbara, Tunja, Tunja, Boyacá "
,,Atos Vende local con 27.17 metros cuadrados de antejardín y 23.2 metros de área construida. Parqueaderos disponibles hasta agotar existencia.,Venta,,23 m²,"$ 150.000.000
                        ",Local comercial,,Local comercial en venta en Centro Histórico,"Centro Histórico, Tunja, Boyacá "
,,Atos vende Local en el norte de la ciudad. Consta con antejardín  de 19.27 metros cuadrados. Parqueaderos disponibles hasta agotar existencia.,Venta,,26 m²,"$ 150.000.000
                        ",Local comercial,,Local comercial en venta en Centro Histórico,"Centro Histórico, Tunja, Boyacá "
200 m²,"Vista panorámica,Gas natural,Closet","Linda casa ubicada en zona de alta valorización, tiene dos apartamentos construidos, los dos están arrendados, la mejor vista hacia la ciudad, trasporte publico cercano, servicios publicos muy economicos. Precio por debajo del mercado. lista para traspaso. papeles al dia",2,4 baños,6 habitaciones,"$ 280.000.000
                        ",Casa,Venta,Casa en venta en Kennedy,"Kennedy, Tunja, Tunja, Boyacá "
,,"Atos Inmobiliaria ofrece en venta un lote de 392 m2 en el prestigioso condominio Altos de Alejandría, ubicado en uno de los sectores más exclusivos de la ciudad, con amplias zonas verdes y cercano al campus de la Universidad Santo Tomas. Además, está cerca de los centros comerciales Unicentro y Viva, y cuenta con excelentes vías de acceso. Aprovecha esta oportunidad de adquirir un terreno en una ubicación privilegiada para construir la casa de tus sueños.",,,,"$ 420.000.000
                        ",,,Lote en venta en La Esmeralda,"La Esmeralda, Tunja, Tunja, Boyacá "
,,"Atos Inmobiliaria ofrece en venta un lote de 2500 m2 ubicado en Terrazas de Santa Inés, en el sector del Centro Comercial Unicentro. Este terreno es ideal para la construcción de edificios y representa una oportunidad única para inversores y constructores. ¡No pierda la oportunidad de adquirir esta propiedad!",,,,"$ 4.000.000.000
                        ",,,Lote en venta en Santa Ines,"Santa Ines, Tunja, Tunja, Boyacá "
,,"Lote para construcción de vivienda, zona norte de Tunja. excelente ubicación.  disponibilidad de servicios públicos. zona de alta valorización",,,,"$ 100.000.000
                        ",,,Lote en venta en Prados del Norte,"Prados del Norte, Tunja, Tunja, Boyacá "
,,"Lotes en el prestigioso Barrio La María, estratégicamente cercanos a la UPTC, se presentan como la opción ideal para vivienda y proyectos multifamiliares. Con un generoso uso de suelo permitiendo hasta 4 pisos y un altillo, estas parcelas ofrecen un gran potencial de desarrollo.El primer lote, con medidas de 7.27 x 14.72 metros, totalizando 102.10 m2, está disponible a un atractivo precio de $150.000.000. El segundo lote, de dimensiones 7.79 x 14.72 metros y un total de 109.40 m2, se ofrece a $160.725.000.Estas oportunidades se erigen como una promesa de inversión, brindando la posibilidad de construir viviendas multifamiliares en una ubicación privilegiada. Contacta con nosotros para obtener más detalles y asegurar tu participación en este emocionante proyecto. ¡No dejes pasar esta chance de inversión en el codiciado Barrio La María!",,,,"$ 150.000.000
                        ",,,Lote en venta en La Maria,"La Maria, Tunja, Tunja, Boyacá "
,,"LOTE DE TERRENO UBICADO EN EL KILOMETRO 5 DE LA DOBLE CALZADA VIA TUNJA- DUITAMA, APTO PARA USO INDUSTRIAL.
CERCA AL NUEVO TERMINAL DE TRANSPORTE, BARRIO ALTOS DE COOSERVICIOS, CLUB MONTE VERDE.

Área lote: 3.716mts2

Valor Venta: 210.000.000 negociables

CONTACTO 301711----",1,,3.716 m²,"$ 210.000.000
                        ",Lote,Venta,Lote en venta en Tunja,"Tunja, Tunja, Boyacá "
,,"Vendo Lote ubicado en Conjunto Cerrado, cuenta con unas dimensiones de 7 metros de frente x 13 metros de fondo.  Excelente zona de valorización, ubicado muy cerca a los mejores centros comerciales de la Ciudad de Tunja.  Cuenta con diseños y licencia de construcción vigente.  Uso de suelos:  Vivienda de 2 niveles + Altillo. Excelentes vías de acceso.  Posee áreas comunes como: cancha múltiple, parque infantil, cancha de micro futbol y vigilancia.",,,,"$ 130.000.000
                        ",,,Lote en venta en Tunja,"Tunja, Boyacá "
126 m²,"Parqueadero,Agua,Tanque de agua","APARTAMENTO CERCA A EL MONUMENTO GLORIETA DE LOS HONGOS, BARRIO SURINAMA, UNIVERSIDAD JUAN DE CASTELLANOS, ALMACENES PARAISO, COMERCIO DE REPUESTOS AUTOMOTRIZ Y DE TAPICERIAS.

El Apartamento se encuentra en obra negra, tiene un área bastante amplia de construcción (126.67 mts2), con una distribución de sala- comedor, cocina, patio de ropas, cuarto y baño de empleada, tres habitaciones, dos baños privados, un baño social, parqueadero amplio y cubierto, es un primer piso.

Servicios: agua, luz, gas natural estrato 3.

Área Construida: 126.67 mts2
Área Parqueadero: 12.50 mts2

Valor Venta: 140.000.000 negociable

CONTACTO: 301711----",3,3 baños,4 habitaciones,"$ 140.000.000
                        ",Apartamento,Venta,Apartamento en venta en Tunja,"Tunja, Boyacá "
,,"Casa con área plana de 107 m2 y área construida de 228 m2 tiene 6 niveles distribuidos de la siguiente manera: primer piso o nivel inferior garaje, patio con marquesina y deposito. segundo nivel: 2 habitaciones, un baño, un deposito. Tercer Nivel: cocina, comedor y patio de ropas. Cuarto Nivel: sala, entrada principal, estudio y chimenea. Quinto Nivel: 2 habitaciones, 1 baño privado, 1 baño social. Sexto Nivel: Altillo,  sala de star o de televisión, y habitación, 1 un baño.",Venta,,228 m²,"$ 650.000.000
                        ",Casa,,Casa en venta en Maldonado,"Maldonado, Tunja, Tunja, Boyacá "
,Parqueadero,"Atos Inmobiliaria tiene disponible para la venta un consultorio ubicado en el norte de la ciudad, específicamente en el edificio Teresa Cori, en el barrio Las Quintas. Este consultorio tiene un área de 17.4m² y se encuentra actualmente arrendado por contrato a la Clínica Compensar. Además, incluye una plaza de parqueadero. Si estás interesado en adquirir este consultorio como inversión o para tu práctica profesional, te invitamos a ponerte en contacto con Atos Inmobiliaria para obtener más detalles y coordinar una visita. Esta puede ser una excelente oportunidad para inversores o profesionales de la salud que buscan un espacio estratégico en una ubicación reconocida.",Venta,,17 m²,"$ 138.000.000
                        ",Local comercial,,Local comercial en venta en La Duena,"La Duena, Tunja, Tunja, Boyacá "
,,"Se vende casa cerca al centro de la ciudad. Consta de: 1 Piso: Sala comedor, baño, cocina, estudio, patio de ropas. 2 Piso: 3 habitaciones con baño privado, baño social y altillo frontal.",Venta,,167 m²,"$ 230.000.000
                        ",Casa,,Casa en venta en Tunja,"Tunja, Boyacá "
220 m²,Parqueadero,"Area aproximadamente 220 mts cuadrados 
Primer piso:
Recibidor amplio; sala comedor con chimenea, y cocina abierta tipo integral.
Baño social; garaje interno.
Segundo piso:
Tres amplías habitaciones con closets, una con baño privado; baño aparte para las otras dos habitaciones.
Estudio, balcón.
Tercer piso:
Habitación principal amplia con baño privado y vestier.
Baño con tina; balcon a la calle; espacio/patio cubierto con marquesina.
Zona de ropas.",3,5 baños,6 habitaciones,"$ 500.000.000
                        ",Casa,Venta,Casa en venta en Gaitán,"Gaitán, Tunja, Boyacá "
,,"Atos Inmobiliaria te ofrece la oportunidad de arrendar o comprar una isla comercial en el centro comercial Florida Shopping. Este espacio cuenta con 10 m2 y se ubica en el primer piso, brindándote una ubicación privilegiada para impulsar tu negocio. Esta es tu ocasión para establecer tu emprendimiento en un entorno moderno y dinámico. ¡No pierdas esta oportunidad única! Contáctanos para obtener más información y asegurar el éxito de tu negocio.",Venta,10 m²,1 habitación,"$ 160.000.000
                        ",Local comercial,,Local comercial en venta en La Florida,"La Florida, Tunja, Tunja, Boyacá "
,,"Amplio apartamento en excelente ubicación. Consta de: 2 Alcobas, 2 baños, sala comedor, cocina integral, patio de ropas, parqueadero y deposito",Venta,2 baños,2 habitaciones,"$ 240.000.000
                        ",Apartamento,,Apartamento en venta en La Maria,"La Maria, Tunja, Tunja, Boyacá "
,Parqueadero,"Atos Inmobiliaria tiene disponible para la venta un consultorio ubicado en el norte de la ciudad, específicamente en el edificio Teresa Cori, en el barrio Las Quintas. Este consultorio tiene un área de 20.3m² y se encuentra actualmente arrendado por contrato a la Clínica Compensar. Además, incluye una plaza de parqueadero. Si estás interesado en adquirir este consultorio como inversión o para tu práctica profesional, te invitamos a ponerte en contacto con Atos Inmobiliaria para obtener más detalles y coordinar una visita. Esta puede ser una excelente oportunidad para inversores o profesionales de la salud que buscan un espacio estratégico en una ubicación reconocida.",Venta,20 m²,1 baño,"$ 148.000.000
                        ",Local comercial,,Local comercial en venta en La Duena,"La Duena, Tunja, Tunja, Boyacá "
,,"Atos Inmobiliaria presenta este estupendo local en el norte de la ciudad. Con un área de antejardín de 27.7 metros cuadrados, este local es una excelente oportunidad de inversión. Además, cuenta con la posibilidad de adquirir parqueaderos disponibles hasta agotar existencia. El local está completamente acabado y listo para que puedas empezar tus actividades comerciales de inmediato. También, ofrece un mezanine de 20 m2, lo que brinda un espacio adicional para diversas necesidades. Como un valor agregado, se presenta la opción de comprar un garaje por un costo adicional de $10.000.000. Si buscas un local en una ubicación estratégica, ¡no dudes en contactarnos para obtener más información!",Venta,,44 m²,"$ 190.000.000
                        ",Local comercial,,Local comercial en venta en Centro Histórico,"Centro Histórico, Tunja, Boyacá "
150 m²,"Parqueadero,Vista panorámica,Gas natural,Cocina integral,Closet,Chimenea","✨ ¡Descubre la Joya Escondida en Colinas del Norte! Casa como Nueva Esperando por Ti!🌟🌳

Entra en el refugio soñado por muchas familias, anclado en la serenidad del noroeste de Tunja, ¡la casa ideal para ti! ✨ Con 150 metros cuadrados de amplitud y elegancia, esta casa de tres pisos y cuatro habitaciones te envuelve en un abrazo cálido y luminoso. ☀

En medio de un vecindario recién formado y caracterizado por su tranquilidad y calidez, esta casa ofrece un oasis de confort y estilo.  Su ubicación estratégica cerca de la UPTC y la vía a Moniquirá, junto con el comercio cercano, aseguran que todas tus necesidades estén al alcance de tu mano. 

Déjate encantar por sus espacios amplios y cómodos, y la luz que se filtra constantemente, llenando cada rincón de vitalidad. Su cielo raso estilo cabaña guarda el calor y acentúa el carácter acogedor de la casa, convirtiéndola en un hogar ideal para ti y tu familia. 

Sus dos habitaciones principales cuentan con baño propio, sumando un plus de comodidad que hará que te sientas en un verdadero paraíso privado. Además, su garaje amplio te permitirá albergar cómodamente una camioneta. 🚗💼

Esta casa es más que un simple inmueble, es el lugar donde tú y tus seres queridos crearán inolvidables recuerdos. Es el espacio de tus sueños hecho realidad. ¿Estás listo para dar el siguiente paso? 🚪🔑

¡No pierdas la oportunidad de visitar esta joya de la ciudad! Contáctanos ahora mismo y comienza el viaje a tu nuevo hogar. ¡Esperamos tu llamada! ☎💖",4,4 baños,4 habitaciones,"$ 350.000.000
                        ",Casa,Venta,Casa en venta en San Rafael,"San Rafael, Tunja, Tunja, Boyacá "
,,"Se pone a la venta un amplio lote en el distinguido Barrio La María, con un generoso tamaño de 610.74 metros cuadrados. Estratégicamente ubicado cerca de la UPTC, este lote es ideal para la realización de un proyecto multifamiliar.El terreno cuenta con un uso de suelos que permite hasta 4 pisos y un altillo, brindando un amplio margen para la planificación y desarrollo de viviendas multifamiliares.Esta es una oportunidad única para invertir en un proyecto con potencial de crecimiento en una ubicación privilegiada. Si estás buscando llevar a cabo un proyecto multifamiliar en el prestigioso Barrio La María, este lote es la opción perfecta para ti. ¡Contáctanos para más información y no pierdas la oportunidad de ser parte de esta emocionante propuesta!",,,,"$ 897.267.975
                        ",,,Lote en venta en La Maria,"La Maria, Tunja, Tunja, Boyacá "
,,"Atos Inmobiliaria tiene disponible para venta un local comercial con bodega en sótano en una ubicación privilegiada en pleno centro de la ciudad, a pocas cuadras de la Plaza de Bolívar. Este local cuenta con un área de 48 m2 y dispone de un baño para su comodidad. La bodega, ubicada en el sótano, también cuenta con un baño.Esta es una excelente oportunidad para invertir en un local comercial en una ubicación estratégica con alta afluencia de público y generar ingresos de manera inmediata. No pierdas la oportunidad de adquirir este local comercial y comenzar a obtener rentas en el corto plazo. Contáctanos hoy mismo para más información.",Venta,48 m²,2 baños,"$ 350.000.000
                        ",Local comercial,,Local comercial en venta en Centro,"Centro, Tunja, Tunja, Boyacá "
,Parqueadero,"Se vende casa de 4 alcobas, 4 baños, 1 estudio, cocina, sala comedor, garaje y sótano. Excelente ubicación en el centro de la ciudad, bastantes vías de acceso y transporte publico",Venta,4 baños,4 habitaciones,"$ 320.000.000
                        ",Casa,,Casa en venta en Centro Histórico,"Centro Histórico, Tunja, Boyacá "
,,"Hermosa casa  en el barrio El Dorado. Consta con 3 pisos, en el 1. piso se encuentra: cocina, baño, 3 habitaciones, sala comedor, patio de ropas. 2. piso cuenta con: sala comedor, cocina semi integral, 2 baños y 3 habitaciones. Y en el 3. piso se encuentra en obra gris perfecta para adecuarla a sus gustos o necesidades.",Venta,3 baños,6 habitaciones,"$ 320.000.000
                        ",Casa,,Casa en venta en El Dorado,"El Dorado, Tunja, Boyacá "
,Parqueadero,"Hermoso apartamento de tres habitaciones, bien iluminado y excelentes acabados, cuenta con parqueadero cubierto y deposito",Venta,2 baños,3 habitaciones,"$ 340.000.000
                        ",Apartamento,,Apartamento en venta en Tunja,"Tunja, Boyacá "
,Parqueadero,"Hermoso apartamento en el norte de la ciudad. Consta de: 3 habitaciones, 2 baños, cocina integral, 1 balcón y parqueadero.",Venta,2 baños,3 habitaciones,"$ 330.000.000
                        ",Apartamento,,Apartamento en venta en La Esmeralda,"La Esmeralda, Tunja, Tunja, Boyacá "
,"Parqueadero,Gas natural","Vendo casa en Tunja de 1250mts2 de lote y 384mts2 construidos. La casa cuenta con dos plantas, en el primer piso consta de sala, estudio, comedor cocina área de ropas, baño auxiliar, garaje cubierto para dos vehículos, dos alcobas baño alcobas y escalera acceso al segundo piso. En el segundo piso consta de sala estar y alcoba con baño privado.",Venta,3 baños,3 habitaciones,"$ 750.000.000
                        ",Casa,,Casa en venta en La Duena,"La Duena, Tunja, Tunja, Boyacá "
,Parqueadero,"Construcción de dos viviendas similares cada una de 100 metros cuadrados. Consta de : 3 habitaciones, 3 baños, cocina integral, sala comedor, patio de ropas garaje y altillo con terraza. Cuenta con calentador a gas.",Venta,6 baños,6 habitaciones,"$ 290.000.000
                        ",Casa,,Casa en venta en Centro Histórico,"Centro Histórico, Tunja, Boyacá "
,Parqueadero,"Espectacular apartamento Dúplex en el Centro de la ciudad.  Consta  de: 4 habitaciones con closet incluido, 4 baños, cocina integral, sala comedor, zona de ropas y parqueadero.",Venta,4 baños,4 habitaciones,"$ 340.000.000
                        ",Apartamento,,Apartamento en venta en Centro Histórico,"Centro Histórico, Tunja, Boyacá "
,"Parqueadero,Gas natural","Vendo hermoso apartamento, consta de 3 habitaciones (dos de ellas con baño privado), más un baño auxiliar, sala comedor, cocina integral, zona de ropas, balcón y garaje.Cuenta con una excelente vista e iluminación. El apartamento se entrega encortinado. El Conjunto cuenta con amplias zonas verdes, Salón Social, Gimnasio, Parque Infantil y Bioparque. Cerca del Centro Comercial Green Hills",Venta,3 baños,3 habitaciones,"$ 295.000.000
                        ",Apartamento,,Apartamento en venta en Tunja,"Tunja, Tunja, Boyacá "
,"Parqueadero,Gas natural","gran apartamento en sector exclusivo de la cuidad de Tunja, con las mejores vistas, buena iluminación natural.",Venta,2 baños,3 habitaciones,"$ 250.000.000
                        ",Apartamento,,Apartamento en venta en El Dorado,"El Dorado, Tunja, Boyacá "
,,"¡Excelente oportunidad! Casa antigua comercial en el centro de la ciudad con magnífica ubicación. La casa cuenta con un área plana de lote, 200 metros cuadrados de lote y un área construida  de 146 metros cuadrados. El inmueble tiene un uso residencial para desarrollar proyecto multifamiliar, modalidad de tratamiento, conservación de tipo arquitectónico con dimensiones de 10 metros de frente y 20 de fondo.",Venta,1 baño,4 habitaciones,"$ 250.000.000
                        ",Lote,,Lote en venta en San Ignacio,"San Ignacio, Tunja, Boyacá "
,,"Hermoso apartamento para estrenar ubicado al norte de la ciudad. Consta de: 2 alcobas, 2 baños, área de ropas, terraza de 19 M2 la cual se entrega con grama sintética, cocina integral, barra de desayunos, con deposito de 4 x 4 M2. Opción de parqueadero doble por un valor de $ 38.000.000, excelente iluminación.",Venta,2 baños,2 habitaciones,"$ 250.000.000
                        ",Apartamento,,Apartamento en venta en Tunja,"Tunja, Boyacá "
,,"Hermosa casa apta para construir 6 pisos como apartamentos. Consta de 2 apartamentos que tienen: 1. Piso: Garaje, sala comedor, cocina común, baño, patio 2 habitaciones. 2. Piso: garaje, sala comedor, cocina común, zona de ropas , 3 habitaciones y 1 baño.",Venta,2 baños,3 habitaciones,"$ 278.000.000
                        ",Casa,,Casa en venta en Tunja,"Tunja, Boyacá "
,,"Hermosa casa con apartamento incluido en el centro de la ciudad. Excelente iluminación. Consta de: 1. Nivel: Sala comedor y cocina integral. 2. Nivel: 1 habitación, baño y patio de ropas. 3. Nivel: 2 habitaciones y estudio.El apartamento posee: 3 habitaciones, sala comedor, cocina, balo y patio de ropas.",Venta,2 baños,6 habitaciones,"$ 230.000.000
                        ",Casa,,Casa en venta en Tunja,"Tunja, Boyacá "
,,"Se vende apartamento dúplex. Consta de: 1 planta: Cocina integral, zona de lavado, comedor, sala, 2 habitaciones 2 baños. 2 planta : Habitación con baño privado y jacuzzi, 2 closet, terraza con zona BBQ, techo corredizo. Cuenta con parqueadero propio cubierto y 2 depósitos",Venta,3 baños,3 habitaciones,"$ 420.000.000
                        ",Apartamento,,Apartamento en venta en Tunja,"Tunja, Boyacá "
,Parqueadero,"Casa en venta en excelente ubicación junto al campus de la UPTC, se distribuye así:Piso 1: parqueadero cubierto, sala-comedor, baño, cocina integral, patio de ropas.Piso 2: 3 habitaciones y 1 baño.Piso 3: 1 habitación con baño.",Venta,3 baños,4 habitaciones,"$ 380.000.000
                        ",Casa,,Casa en venta en Tunja,"Tunja, Boyacá "
